,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,contact_number,cluster
1023,Gujarat Car Care 13,173 Armstrong Track,Surat,Gujarat,395002,21.216108,72.827992,3.5,243,0,8799467242,1
1024,Royal Auto Solutions 35,10781 Davis Ridges Suite 856,Surat,Gujarat,395001,21.18815,72.883668,2.3,243,1,8710295584,4
1025,Sai Baba Car Clinic 63,957 Wall Lake,Surat,Gujarat,395007,21.196635,72.819781,4.6,242,0,8821763745,0
1026,Perfect Wheels Garage 15,40646 English Mountain Suite 240,Surat,Gujarat,395003,21.169192,72.786838,4.5,242,1,9822847476,5
1027,Surat Car Garage 100,"PSC 8214, Box 6584",Surat,Gujarat,395007,21.171884,72.870616,4.1,242,0,8356510315,4
1028,Krishna Auto Works 6,33053 Cheryl Stream Suite 969,Surat,Gujarat,395005,21.233459,72.795587,3.7,242,0,7792507739,3
1029,Mahalaxmi Auto Service 69,44076 Mary Stream,Surat,Gujarat,395009,21.189217,72.878858,3.5,242,1,9652830516,4
1030,Jai Hind Auto Repairs 23,41038 Morris Roads,Surat,Gujarat,395007,21.178841,72.8299,3.0,242,0,9995859574,0
1031,Perfect Wheels Garage 67,14427 Jesse Drive,Surat,Gujarat,395003,21.205191,72.799648,3.3,241,0,9905607621,0
1032,Mahalaxmi Auto Service 2,4036 Pittman Pass Apt. 159,Surat,Gujarat,395006,21.18406,72.801955,3.3,241,1,8641838641,0
1033,Mahalaxmi Auto Service 56,27365 Gardner Drive,Surat,Gujarat,395004,21.160409,72.894116,2.8,241,0,7823566541,4
1034,Perfect Wheels Garage 88,379 Jefferson Court,Surat,Gujarat,395010,21.194365,72.786283,2.5,241,0,9375595314,5
1035,Surat Car Garage 52,265 Rodriguez Avenue Suite 754,Surat,Gujarat,395001,21.24662,72.775781,4.8,240,1,7467489636,3
1036,Shree Ganesh Auto Care 53,5590 Hale Expressway,Surat,Gujarat,395004,21.174039,72.840315,3.8,240,1,7764214541,0
1037,Krishna Auto Works 87,893 Kelly Fall Apt. 228,Surat,Gujarat,395009,21.192413,72.806891,2.7,240,1,8894272935,0
1038,Shree Ganesh Auto Care 60,30109 Velez Lodge Suite 975,Surat,Gujarat,395010,21.234835,72.758625,2.0,240,1,9293642334,3
1039,Gujarat Car Care 97,1492 Harris Courts Suite 498,Surat,Gujarat,395001,21.156707,72.806614,2.0,240,1,8354070621,0
1040,Speedy Motors 73,"PSC 6762, Box 9160",Surat,Gujarat,395008,21.226997,72.863621,4.9,239,1,8150049041,2
1041,Shree Ganesh Auto Care 89,USNS Martin,Surat,Gujarat,395010,21.155965,72.770475,4.6,239,1,8982455607,5
1042,Surat Car Garage 64,72311 Erik Turnpike Suite 128,Surat,Gujarat,395001,21.194152,72.898323,3.7,239,1,7905482965,4
1043,Sai Baba Car Clinic 79,728 Brown Drive Apt. 320,Surat,Gujarat,395004,21.168754,72.889532,3.2,239,0,8626518581,4
1044,Gujarat Car Care 40,0269 Hernandez Road,Surat,Gujarat,395003,21.156529,72.756858,4.8,238,1,8630939746,5
1045,Gujarat Car Care 80,9710 Anderson Islands,Surat,Gujarat,395005,21.239011,72.83435,4.0,238,1,7107783993,1
1046,Shree Ganesh Auto Care 6,2996 Randy Isle Apt. 074,Surat,Gujarat,395001,21.163704,72.799956,3.4,238,0,9312744738,0
1047,Gujarat Car Care 17,25703 Howard Summit Apt. 361,Surat,Gujarat,395002,21.231285,72.887953,3.4,238,1,8650895096,2
1048,Surat Car Garage 81,069 Jonathan Circle,Surat,Gujarat,395008,21.151628,72.889415,2.5,238,0,9515598141,4
1049,Mahalaxmi Auto Service 9,7214 Rose Pine,Surat,Gujarat,395005,21.221232,72.836498,2.2,238,1,7908897859,1
1050,Gujarat Car Care 63,37106 Jackson Unions,Surat,Gujarat,395001,21.239049,72.771741,4.8,237,0,8682299498,3
1051,Krishna Auto Works 30,873 Larry Prairie,Surat,Gujarat,395008,21.179882,72.76873,4.2,237,0,9558198973,5
1052,Surat Car Garage 50,073 Gary View,Surat,Gujarat,395005,21.170589,72.793666,3.6,237,0,7381861103,5
1053,Sai Baba Car Clinic 48,3177 Miller Parks Suite 517,Surat,Gujarat,395010,21.172085,72.893604,3.4,237,1,8438833022,4
1054,Jai Hind Auto Repairs 95,Unit 0801 Box 0062,Surat,Gujarat,395001,21.159176,72.829572,3.1,237,1,7256364554,0
1055,Speedy Motors 18,36851 Smith Plain,Surat,Gujarat,395008,21.168173,72.789023,3.0,237,1,8885692763,5
1056,Mahalaxmi Auto Service 11,996 Walker Points,Surat,Gujarat,395010,21.18824,72.861351,2.4,237,1,8668331548,4
1057,Mahalaxmi Auto Service 22,0356 Obrien Way Apt. 279,Surat,Gujarat,395004,21.203754,72.813563,4.7,236,0,9743749062,0
1058,Surat Car Garage 19,4037 Benson Crossroad Apt. 394,Surat,Gujarat,395002,21.177391,72.762256,4.6,236,1,7848845020,5
1059,Shree Ganesh Auto Care 64,685 Green Shores Suite 067,Surat,Gujarat,395007,21.245146,72.864405,4.1,236,0,8168062512,2
1060,Sai Baba Car Clinic 77,85011 Holmes Brook,Surat,Gujarat,395001,21.182943,72.756577,3.9,236,1,9286526558,5
1061,Surat Car Garage 69,11901 Williams Valleys,Surat,Gujarat,395007,21.168834,72.766296,3.7,236,1,7840051801,5
1062,Jai Hind Auto Repairs 91,31234 Kimberly Meadows,Surat,Gujarat,395003,21.169802,72.777298,4.8,235,0,8844917057,5
1063,Jai Hind Auto Repairs 24,Unit 7051 Box 2046,Surat,Gujarat,395007,21.189558,72.860608,4.6,235,1,9173791104,4
1064,Jai Hind Auto Repairs 72,92855 Hill Village Apt. 182,Surat,Gujarat,395003,21.198964,72.771044,2.9,235,0,8547691847,5
1065,Jai Hind Auto Repairs 53,99512 Dana Parks Apt. 835,Surat,Gujarat,395003,21.152877,72.896419,2.7,235,0,7725170046,4
1066,Gujarat Car Care 17,081 Thomas Cliffs,Surat,Gujarat,395003,21.200476,72.81914,3.3,234,0,9754138020,0
1067,Mahalaxmi Auto Service 95,66799 Johnson Locks,Surat,Gujarat,395010,21.169647,72.858737,2.6,234,0,7200866041,4
1068,Jai Hind Auto Repairs 23,37861 Melissa Crossing Suite 766,Surat,Gujarat,395001,21.191958,72.796428,4.3,233,1,7876037885,0
1069,Speedy Motors 48,6075 Fields Ranch Apt. 508,Surat,Gujarat,395007,21.187283,72.792698,3.1,233,0,9552131854,5
1070,Perfect Wheels Garage 16,10032 Madison Landing,Surat,Gujarat,395003,21.235283,72.817806,4.7,232,0,9152728858,1
1071,Jai Hind Auto Repairs 82,84008 Crystal Landing,Surat,Gujarat,395009,21.175629,72.813151,4.2,232,0,7994621199,0
1072,Shree Ganesh Auto Care 62,6766 Felicia Shore Apt. 512,Surat,Gujarat,395007,21.192627,72.766194,4.1,232,0,7148452078,5
1073,Royal Auto Solutions 60,880 Shaw Vista,Surat,Gujarat,395003,21.194669,72.807303,2.5,232,1,8630921031,0
1074,Jai Hind Auto Repairs 48,6799 Sandra Village,Surat,Gujarat,395005,21.205055,72.77015,2.3,232,1,8806803228,3
1075,Mahalaxmi Auto Service 92,2542 Sandra Cliff,Surat,Gujarat,395001,21.210058,72.802459,2.2,232,0,9849042114,1
1076,Gujarat Car Care 7,86211 John River Suite 546,Surat,Gujarat,395002,21.17721,72.849291,3.5,231,1,8910608183,4
1077,Mahalaxmi Auto Service 7,29521 Jensen Center Suite 660,Surat,Gujarat,395006,21.229002,72.760958,3.4,231,0,8644824657,3
1078,Royal Auto Solutions 63,Unit 3613 Box 3254,Surat,Gujarat,395008,21.238717,72.75099,4.6,230,0,7211356619,3
1079,Shree Ganesh Auto Care 30,034 Brittany Trace Apt. 873,Surat,Gujarat,395002,21.21546,72.777638,3.5,230,1,8205998114,3
1080,Speedy Motors 28,30958 Anderson Stream,Surat,Gujarat,395003,21.189693,72.814627,3.0,230,1,9641480667,0
1081,Mahalaxmi Auto Service 32,189 Graham Summit,Surat,Gujarat,395006,21.177529,72.83419,2.9,230,0,8861894573,0
1082,Speedy Motors 22,5118 Sandy Harbors,Surat,Gujarat,395002,21.217139,72.751682,2.8,230,1,8916624072,3
1083,Mahalaxmi Auto Service 50,64421 Chad Lodge,Surat,Gujarat,395009,21.226516,72.894389,2.6,230,1,8871197095,2
1084,Speedy Motors 29,7219 Williams Walks Suite 669,Surat,Gujarat,395004,21.225778,72.75992,4.8,229,1,7741658844,3
1085,Shree Ganesh Auto Care 76,88634 Chavez Ramp,Surat,Gujarat,395010,21.186987,72.847411,3.1,229,0,7239062175,4
1086,Royal Auto Solutions 92,88899 Sean Lock Suite 982,Surat,Gujarat,395002,21.200455,72.775884,2.7,229,1,8542548734,5
1087,Surat Car Garage 97,848 Raymond Square Apt. 311,Surat,Gujarat,395004,21.179742,72.878913,2.5,229,1,7834145016,4
1088,Surat Car Garage 45,426 Green Vista Suite 017,Surat,Gujarat,395009,21.215192,72.820057,4.4,228,1,7645118578,1
1089,Jai Hind Auto Repairs 1,33993 Romero Parkways,Surat,Gujarat,395006,21.174618,72.783229,4.2,228,1,8518412604,5
1090,Speedy Motors 3,532 Snyder Valley,Surat,Gujarat,395009,21.226506,72.780769,4.0,228,1,8860996264,3
1091,Jai Hind Auto Repairs 59,"PSC 3220, Box 4144",Surat,Gujarat,395007,21.187312,72.832913,2.5,228,1,7128982939,0
1092,Sai Baba Car Clinic 7,"PSC 6269, Box 9620",Surat,Gujarat,395007,21.212811,72.823434,2.3,228,1,9938887778,1
1093,Jai Hind Auto Repairs 89,0127 Davis Greens,Surat,Gujarat,395002,21.200079,72.896148,2.2,228,0,9187546932,2
1094,Jai Hind Auto Repairs 28,9292 Christopher Walks,Surat,Gujarat,395004,21.162619,72.813506,5.0,227,0,8731653893,0
1095,Surat Car Garage 27,843 William Inlet,Surat,Gujarat,395009,21.232875,72.881796,4.2,227,0,9874114670,2
1096,Jai Hind Auto Repairs 18,33952 David Common,Surat,Gujarat,395005,21.180113,72.823969,2.2,227,1,7220159774,0
1097,Gujarat Car Care 44,7640 Brian Pine,Surat,Gujarat,395008,21.202771,72.853888,4.5,226,0,9605745172,4
1098,Gujarat Car Care 6,4083 Jeffrey View Suite 360,Surat,Gujarat,395008,21.201226,72.800456,3.4,226,1,9282882474,0
1099,Mahalaxmi Auto Service 95,056 Novak Mall,Surat,Gujarat,395010,21.181747,72.775562,3.7,225,0,8832948712,5
1100,Krishna Auto Works 4,"PSC 2042, Box 9862",Surat,Gujarat,395003,21.212486,72.77501,3.1,225,1,9366599629,3
1101,Krishna Auto Works 18,44130 Hicks Manor,Surat,Gujarat,395006,21.168299,72.796679,2.5,225,1,7570754985,0
1102,Perfect Wheels Garage 86,6255 Jeffery Roads Suite 017,Surat,Gujarat,395005,21.168408,72.758061,4.7,224,1,7286775284,5
1103,Gujarat Car Care 96,3160 Perez Ports Apt. 368,Surat,Gujarat,395005,21.231589,72.843437,3.8,224,0,8786611145,1
1104,Jai Hind Auto Repairs 63,3175 Alexander Spring Suite 167,Surat,Gujarat,395002,21.162941,72.815057,3.3,224,1,7548877878,0
1105,Mahalaxmi Auto Service 81,303 Phillips Trail Suite 191,Surat,Gujarat,395004,21.212467,72.890149,3.2,224,0,7980519562,2
1106,Jai Hind Auto Repairs 99,1290 Terri Squares Apt. 713,Surat,Gujarat,395005,21.17261,72.809304,2.9,224,0,9313363659,0
1107,Shree Ganesh Auto Care 90,3826 Angela Junctions,Surat,Gujarat,395010,21.180022,72.808162,2.6,224,1,7621676091,0
1108,Perfect Wheels Garage 78,33373 Sharon Island Suite 235,Surat,Gujarat,395008,21.190017,72.841889,2.2,224,1,7337879534,0
1109,Surat Car Garage 76,7932 Zachary Valley,Surat,Gujarat,395006,21.177336,72.834964,3.6,223,0,7277827247,0
1110,Gujarat Car Care 51,1608 Kimberly Mountains,Surat,Gujarat,395004,21.233147,72.878895,4.4,222,0,8104535956,2
1111,Sai Baba Car Clinic 51,Unit 5279 Box 1875,Surat,Gujarat,395007,21.219765,72.7661,3.3,222,0,7988703751,3
1112,Jai Hind Auto Repairs 4,72728 Ernest Ports,Surat,Gujarat,395006,21.235537,72.865612,3.0,222,0,8630763659,2
1113,Krishna Auto Works 2,689 Robert Ports,Surat,Gujarat,395001,21.21956,72.872566,5.0,221,0,8382980440,2
1114,Shree Ganesh Auto Care 63,7798 Shelby Via,Surat,Gujarat,395009,21.18747,72.892307,2.9,221,1,8921913542,4
1115,Shree Ganesh Auto Care 70,21061 James Port Suite 394,Surat,Gujarat,395010,21.175869,72.874834,2.9,221,0,7408565235,4
1116,Krishna Auto Works 80,55128 Steven Spring,Surat,Gujarat,395009,21.170302,72.810031,2.2,221,0,7326992295,0
1117,Jai Hind Auto Repairs 99,846 Alexandra Burg Suite 200,Surat,Gujarat,395003,21.226583,72.89675,3.9,220,1,9632537901,2
1118,Sai Baba Car Clinic 66,869 Martin Manor Suite 483,Surat,Gujarat,395002,21.24449,72.752422,3.1,220,1,8127655448,3
1119,Royal Auto Solutions 91,857 Warner Ranch Suite 703,Surat,Gujarat,395004,21.161067,72.792735,2.4,220,1,7247835492,5
1120,Shree Ganesh Auto Care 46,406 Smith Way Apt. 974,Surat,Gujarat,395005,21.225348,72.878017,4.9,219,0,8447647655,2
1121,Jai Hind Auto Repairs 93,44818 Katie Falls Apt. 928,Surat,Gujarat,395001,21.21554,72.89962,2.8,219,1,9432747356,2
1122,Mahalaxmi Auto Service 22,826 Jeffrey Squares,Surat,Gujarat,395003,21.160012,72.8023,2.7,219,0,8466277213,0
1123,Mahalaxmi Auto Service 74,248 William Fork,Surat,Gujarat,395005,21.190764,72.773789,2.7,219,0,8777837227,5
1124,Mahalaxmi Auto Service 78,10735 David Ranch Suite 220,Surat,Gujarat,395008,21.245706,72.886096,4.2,218,0,8346673225,2
1125,Gujarat Car Care 67,14051 Nancy Place,Surat,Gujarat,395005,21.199713,72.761258,3.8,218,0,8162075436,5
1126,Gujarat Car Care 97,9736 Burgess Tunnel,Surat,Gujarat,395007,21.158845,72.811419,4.7,217,0,8553093957,0
1127,Surat Car Garage 31,7204 Jones Centers Suite 941,Surat,Gujarat,395004,21.182579,72.805704,4.5,217,0,8959205236,0
1128,Jai Hind Auto Repairs 36,188 Jose Street Suite 287,Surat,Gujarat,395006,21.21436,72.864074,3.6,217,1,8976164828,2
1129,Gujarat Car Care 6,872 Carter Estates,Surat,Gujarat,395008,21.236197,72.753489,3.3,217,0,9776406460,3
1130,Gujarat Car Care 89,548 Joshua Vista,Surat,Gujarat,395005,21.178468,72.861439,4.4,216,0,9241554969,4
1131,Shree Ganesh Auto Care 36,1499 Mario Fork,Surat,Gujarat,395002,21.23232,72.891074,3.4,216,1,9773182081,2
1132,Mahalaxmi Auto Service 84,423 Richards Common,Surat,Gujarat,395002,21.229243,72.829912,3.2,216,0,7312855568,1
1133,Mahalaxmi Auto Service 51,230 Jeanette Center,Surat,Gujarat,395004,21.179019,72.774211,3.1,216,0,8577542473,5
1134,Jai Hind Auto Repairs 31,7681 Raymond Pass Apt. 230,Surat,Gujarat,395003,21.224643,72.86483,4.5,215,1,7152657891,2
1135,Krishna Auto Works 89,952 Stephanie Brooks,Surat,Gujarat,395003,21.170616,72.845974,3.6,215,0,9384030627,4
1136,Jai Hind Auto Repairs 24,876 Perry Ville Suite 721,Surat,Gujarat,395010,21.230904,72.774831,3.3,215,1,7354417012,3
1137,Jai Hind Auto Repairs 61,708 Michael Points Apt. 668,Surat,Gujarat,395003,21.224811,72.854785,2.9,215,1,7940319376,2
1138,Jai Hind Auto Repairs 57,USS White,Surat,Gujarat,395006,21.222243,72.844212,2.5,215,1,7544096567,1
1139,Jai Hind Auto Repairs 19,496 Fred Via Suite 510,Surat,Gujarat,395009,21.246418,72.758507,4.1,214,0,9844258668,3
1140,Royal Auto Solutions 70,302 Andrew Cove,Surat,Gujarat,395004,21.172811,72.775583,4.1,214,1,8596466983,5
1141,Shree Ganesh Auto Care 78,Unit 3960 Box 9626,Surat,Gujarat,395008,21.173788,72.838329,3.4,214,1,8654654195,0
1142,Mahalaxmi Auto Service 88,29014 Stokes Branch,Surat,Gujarat,395008,21.226573,72.77312,2.8,214,1,8955295814,3
1143,Speedy Motors 28,860 Brittany Underpass Apt. 911,Surat,Gujarat,395003,21.160681,72.782116,2.8,214,1,8884736915,5
1144,Jai Hind Auto Repairs 50,171 Edwards Hill Apt. 149,Surat,Gujarat,395008,21.197385,72.774568,2.7,214,0,8852761141,5
1145,Speedy Motors 67,76720 Catherine Summit,Surat,Gujarat,395004,21.180519,72.878688,4.8,213,1,7424536278,4
1146,Sai Baba Car Clinic 8,80332 Anderson Squares Suite 050,Surat,Gujarat,395006,21.196482,72.811061,3.5,213,0,9359438692,0
1147,Perfect Wheels Garage 96,292 Henderson Heights,Surat,Gujarat,395003,21.197937,72.892408,3.5,213,0,7862669918,2
1148,Sai Baba Car Clinic 19,794 Stephanie Divide,Surat,Gujarat,395001,21.182654,72.868225,3.0,213,1,8940804730,4
1149,Royal Auto Solutions 89,28772 Karen Islands,Surat,Gujarat,395004,21.156212,72.767734,2.9,212,1,7619342734,5
1150,Mahalaxmi Auto Service 30,7960 Sheena Spurs,Surat,Gujarat,395007,21.162502,72.843975,2.6,212,1,8936967010,4
1151,Mahalaxmi Auto Service 11,83172 Contreras Points Suite 798,Surat,Gujarat,395003,21.156852,72.760194,4.6,211,0,7286309151,5
1152,Sai Baba Car Clinic 55,60756 James Forges Apt. 006,Surat,Gujarat,395010,21.189354,72.812569,4.3,211,0,7586619084,0
1153,Surat Car Garage 7,32109 Anderson Spurs Apt. 170,Surat,Gujarat,395007,21.2232,72.813388,2.9,211,0,9129141818,1
1154,Royal Auto Solutions 2,37003 Stephanie Ways,Surat,Gujarat,395005,21.240021,72.84156,2.4,211,1,7420359430,1
1155,Mahalaxmi Auto Service 93,2628 Caroline Mall,Surat,Gujarat,395002,21.183777,72.845511,2.9,210,0,7322925661,4
1156,Perfect Wheels Garage 56,Unit 3959 Box 9534,Surat,Gujarat,395008,21.238809,72.812072,4.5,209,1,8544058974,1
1157,Krishna Auto Works 13,01362 Guerrero Pass Suite 639,Surat,Gujarat,395007,21.222325,72.791201,4.3,209,0,7378065860,3
1158,Mahalaxmi Auto Service 71,01679 Benjamin Glen Apt. 160,Surat,Gujarat,395010,21.169224,72.777909,3.6,209,1,8875210562,5
1159,Krishna Auto Works 20,4011 Scott Plains,Surat,Gujarat,395002,21.219738,72.825877,3.2,209,1,9822906226,1
1160,Surat Car Garage 52,56761 Ethan Point Suite 233,Surat,Gujarat,395005,21.174223,72.85095,2.4,209,1,9342347089,4
1161,Surat Car Garage 40,32645 Scott Meadow,Surat,Gujarat,395004,21.198652,72.89967,4.8,207,0,9835234780,2
1162,Sai Baba Car Clinic 64,"PSC 4103, Box 4699",Surat,Gujarat,395010,21.170909,72.779413,4.5,207,0,9990090434,5
1163,Royal Auto Solutions 33,04636 Rebecca Oval Apt. 238,Surat,Gujarat,395002,21.187184,72.88557,2.5,207,1,9762754598,4
1164,Krishna Auto Works 96,USNV Andrews,Surat,Gujarat,395002,21.208077,72.825814,3.9,206,0,8433194241,1
1165,Gujarat Car Care 10,106 Samantha Summit,Surat,Gujarat,395005,21.162443,72.806484,3.7,206,0,9908307901,0
1166,Sai Baba Car Clinic 23,2377 Anderson Meadows Suite 563,Surat,Gujarat,395004,21.218706,72.883097,2.8,206,0,7682305770,2
1167,Royal Auto Solutions 100,Unit 9508 Box 9142,Surat,Gujarat,395007,21.152767,72.850748,4.8,205,1,7455283410,4
1168,Sai Baba Car Clinic 43,85095 Patrick Ramp Apt. 059,Surat,Gujarat,395005,21.176709,72.764742,4.0,205,1,9975741860,5
1169,Mahalaxmi Auto Service 51,"PSC 5669, Box 5790",Surat,Gujarat,395006,21.192244,72.821013,3.0,205,1,9972314591,0
1170,Speedy Motors 85,7028 Dorsey Crest,Surat,Gujarat,395001,21.197399,72.83002,2.4,205,1,7701905879,0
1171,Gujarat Car Care 48,USNS Burgess,Surat,Gujarat,395002,21.168835,72.882597,2.3,205,0,9955729278,4
1172,Surat Car Garage 14,100 Walton Avenue Apt. 138,Surat,Gujarat,395005,21.21181,72.762647,4.8,204,1,8178105385,3
1173,Sai Baba Car Clinic 78,00487 Stone Parkways,Surat,Gujarat,395002,21.239657,72.775612,4.8,204,0,8347813081,3
1174,Shree Ganesh Auto Care 90,90282 Heather Track,Surat,Gujarat,395008,21.208799,72.897865,3.1,204,1,8175440524,2
1175,Royal Auto Solutions 12,71726 Anderson Shoal,Surat,Gujarat,395002,21.244615,72.8361,4.8,203,1,7720143823,1
1176,Sai Baba Car Clinic 31,0650 Elizabeth Cliffs,Surat,Gujarat,395009,21.177588,72.759301,2.8,203,0,8667031036,5
1177,Gujarat Car Care 34,335 Riley Ramp Apt. 906,Surat,Gujarat,395006,21.24108,72.887126,2.2,203,1,9533592706,2
1178,Royal Auto Solutions 33,2059 Rogers Lodge Suite 749,Surat,Gujarat,395003,21.228073,72.791593,2.2,203,1,8490623327,3
1179,Mahalaxmi Auto Service 91,6114 Heather Walks Suite 288,Surat,Gujarat,395008,21.213498,72.805227,2.2,202,1,9872750025,1
1180,Surat Car Garage 22,9994 Aaron Course,Surat,Gujarat,395001,21.24636,72.829368,2.0,201,1,8334629183,1
1181,Royal Auto Solutions 42,Unit 1692 Box 3645,Surat,Gujarat,395009,21.198749,72.860479,4.7,200,1,7690974708,4
1182,Mahalaxmi Auto Service 13,1053 Brown Port,Surat,Gujarat,395009,21.230749,72.772528,3.8,200,1,9404565309,3
1183,Royal Auto Solutions 73,818 Escobar Shoals Suite 160,Surat,Gujarat,395010,21.241375,72.836082,3.2,200,0,7825618097,1
1184,Perfect Wheels Garage 56,6620 Bryant Port,Surat,Gujarat,395010,21.189427,72.797719,3.1,200,1,9495920018,0
1185,Perfect Wheels Garage 48,34074 Atkins Corners Suite 133,Surat,Gujarat,395010,21.248444,72.819252,2.8,200,1,8190083443,1
1186,Krishna Auto Works 91,"PSC 4406, Box 3062",Surat,Gujarat,395010,21.225524,72.770539,2.6,200,1,8519510934,3
1187,Surat Car Garage 82,710 Andrew Valley,Surat,Gujarat,395007,21.181292,72.824579,2.6,200,0,7669112629,0
1188,Krishna Auto Works 39,6963 Lisa Ports,Surat,Gujarat,395004,21.249937,72.878,2.3,200,1,8826715922,2
1189,Surat Car Garage 20,738 Jennifer Ports Suite 376,Surat,Gujarat,395003,21.229208,72.813324,2.2,200,1,9329710908,1
1190,Surat Car Garage 18,1875 Alexander Fords,Surat,Gujarat,395005,21.150677,72.809354,4.5,199,1,7306180136,0
1191,Krishna Auto Works 32,740 Joyce Gardens Apt. 214,Surat,Gujarat,395007,21.190487,72.756274,4.2,199,1,9978921837,5
1192,Krishna Auto Works 83,USS Boyer,Surat,Gujarat,395003,21.237078,72.822308,3.5,199,0,9701563919,1
1193,Surat Car Garage 47,585 Parker Curve Apt. 041,Surat,Gujarat,395003,21.201368,72.892873,3.3,199,0,7775627068,2
1194,Gujarat Car Care 47,79112 Green Falls,Surat,Gujarat,395001,21.159313,72.794894,3.1,199,0,7140450144,5
1195,Royal Auto Solutions 36,1316 Chavez Village,Surat,Gujarat,395003,21.171531,72.864524,2.3,199,0,8724149994,4
1196,Jai Hind Auto Repairs 29,79970 Ashley Mill,Surat,Gujarat,395005,21.150986,72.806573,4.9,198,0,7771543272,0
1197,Royal Auto Solutions 29,9866 Shawn Squares,Surat,Gujarat,395010,21.226634,72.840102,3.9,198,1,8700154887,1
1198,Krishna Auto Works 42,8017 Stephenson Trace,Surat,Gujarat,395005,21.200038,72.767594,3.7,198,1,9322425280,5
1199,Sai Baba Car Clinic 72,66617 Thompson Key,Surat,Gujarat,395008,21.248968,72.806293,3.6,198,0,8119283222,1
1200,Surat Car Garage 75,64317 Elizabeth Row Apt. 053,Surat,Gujarat,395001,21.242889,72.83637,4.7,197,1,9297688344,1
1201,Royal Auto Solutions 93,USNS Oneill,Surat,Gujarat,395010,21.160195,72.867825,4.6,197,1,9610018817,4
1202,Sai Baba Car Clinic 59,7718 Todd Villages Apt. 076,Surat,Gujarat,395004,21.159968,72.895389,3.7,197,1,8505830343,4
1203,Shree Ganesh Auto Care 95,2099 Rodney Fort Apt. 963,Surat,Gujarat,395004,21.20235,72.825619,2.7,197,1,8169179704,0
1204,Surat Car Garage 74,95377 Humphrey Ways Apt. 376,Surat,Gujarat,395003,21.216464,72.816915,5.0,196,1,8260918636,1
1205,Gujarat Car Care 66,961 Lauren Lodge,Surat,Gujarat,395009,21.235424,72.786563,4.4,196,1,9406196854,3
1206,Perfect Wheels Garage 55,277 Wilson Valleys,Surat,Gujarat,395007,21.170958,72.817496,3.7,196,0,8918187757,0
1207,Perfect Wheels Garage 58,667 Cynthia Trafficway Apt. 684,Surat,Gujarat,395006,21.243047,72.812235,3.2,196,0,7631325443,1
1208,Speedy Motors 79,3695 Michael Track Suite 505,Surat,Gujarat,395002,21.209912,72.829446,3.0,196,0,9382161558,1
1209,Mahalaxmi Auto Service 28,64157 Carol Mountain,Surat,Gujarat,395006,21.159697,72.852477,2.5,196,0,9290523063,4
1210,Perfect Wheels Garage 95,8355 Michael View,Surat,Gujarat,395007,21.225725,72.842965,2.2,196,1,9455983601,1
1211,Surat Car Garage 3,09089 Cameron Mills,Surat,Gujarat,395003,21.230623,72.766057,2.2,196,0,9924237530,3
1212,Royal Auto Solutions 91,964 Sara Prairie Suite 125,Surat,Gujarat,395001,21.17715,72.76302,4.6,195,1,8758770657,5
1213,Royal Auto Solutions 46,01594 Rachel Lodge Suite 162,Surat,Gujarat,395008,21.245509,72.790246,4.2,195,1,7977346605,3
1214,Shree Ganesh Auto Care 6,883 Elaine Cape Apt. 032,Surat,Gujarat,395010,21.228348,72.821291,3.8,195,0,7954410013,1
1215,Shree Ganesh Auto Care 64,6292 Schroeder Shore Apt. 282,Surat,Gujarat,395009,21.211564,72.875733,3.8,195,0,8236496969,2
1216,Perfect Wheels Garage 78,95849 Mario Squares,Surat,Gujarat,395003,21.2373,72.757827,3.4,195,0,8199572702,3
1217,Speedy Motors 43,5486 Brown Landing,Surat,Gujarat,395004,21.154929,72.821283,2.8,195,0,7872229807,0
1218,Royal Auto Solutions 46,4851 Owens Villages,Surat,Gujarat,395005,21.200357,72.813439,2.2,195,1,8722223336,0
1219,Krishna Auto Works 99,404 Sanders Square,Surat,Gujarat,395003,21.23742,72.810804,4.4,194,1,8798707836,1
1220,Shree Ganesh Auto Care 98,516 Holt Station,Surat,Gujarat,395003,21.164802,72.793265,2.7,194,1,7414963113,5
1221,Gujarat Car Care 32,USS Banks,Surat,Gujarat,395003,21.206931,72.820787,2.3,194,0,7421215889,1
1222,Surat Car Garage 35,96746 Tyler Causeway Suite 364,Surat,Gujarat,395003,21.203395,72.866859,3.7,193,0,8934212171,2
1223,Gujarat Car Care 70,USCGC Rivera,Surat,Gujarat,395003,21.164741,72.796301,3.0,193,0,9605080243,5
1224,Speedy Motors 71,75307 Ortiz Pine,Surat,Gujarat,395009,21.236344,72.877546,2.5,193,0,8452409256,2
1225,Royal Auto Solutions 100,842 Martinez Tunnel Suite 105,Surat,Gujarat,395001,21.23658,72.799789,2.4,193,1,7555270893,1
1226,Surat Car Garage 30,29832 Barker Pine,Surat,Gujarat,395007,21.158933,72.870894,2.3,193,1,8301929259,4
1227,Shree Ganesh Auto Care 52,591 Christina Pines,Surat,Gujarat,395010,21.19289,72.789024,2.3,193,0,9310876597,5
1228,Mahalaxmi Auto Service 15,1381 Jessica Place,Surat,Gujarat,395010,21.161421,72.866267,4.5,192,0,8692583039,4
1229,Sai Baba Car Clinic 42,729 Mark Ridge Suite 269,Surat,Gujarat,395007,21.167564,72.769824,3.6,192,1,7654962937,5
